Ptero Engine session log
Started 2026-09-20 17:43:13
File    K:\Ptero-Engine\Logs\Ptero_2026-09-20_17-43-13.txt
----------------------------------------------------------------------
[17:43:13.065] [INFO ] [Log         ] Logging to disk started.
[17:43:13.065] [INFO ] [Log         ] K:\Ptero-Engine\Logs\Ptero_2026-09-20_17-43-13.txt
[17:43:13.065] [INFO ] [Renderer    ] RendererDX12_Initialize starting.
[17:43:17.729] [ERROR] [Renderer    ] Startup shader cache warmup found 4 failed shader entries. First failure: RtAO_NrdComposite.hlsl :: CSMain [cs_5_0]: DirectX 12 call failed. HRESULT: -2147467259
[17:43:17.739] [INFO ] [CVar        ] 333 cvars registered. Type 'list' in the console to see them.
[17:43:17.739] [INFO ] [Renderer    ] Renderer initialized.
[17:43:28.341] [ERROR] [Watchdog    ] Render thread has not completed frame 494 for 5.1 s. Everything above this line is what it did last.
[17:43:28.697] [DEBUG] [Renderer    ] Attempting mesh load for entity='Geometry_1', meshPath='Geometry/Modular/sm_Floor_1_1.fbx.ptero', materialPath='Materials/Floor_Planks.json'
[17:43:28.698] [DEBUG] [Renderer    ] Mesh load succeeded for entity='Geometry_1', vertices=306, indices=1152, subMeshes=2
[17:43:28.698] [DEBUG] [Renderer    ] Attempting mesh load for entity='Table', meshPath='Geometry/MET_Table/Meshes/SM_MET_Table_c0_LOD0.fbx.ptero', materialPath='Geometry/MET_Table/M_MET_Table.json'
[17:43:28.711] [DEBUG] [Renderer    ] Mesh load succeeded for entity='Table', vertices=54401, indices=312513, subMeshes=1
[17:43:28.711] [DEBUG] [Renderer    ] Attempting mesh load for entity='Geometry_1', meshPath='Geometry/Modular/sm_Floor_1_1.fbx.ptero', materialPath='Materials/Floor_Planks.json'
[17:43:28.711] [DEBUG] [Renderer    ] Mesh load succeeded for entity='Geometry_1', vertices=306, indices=1152, subMeshes=2
[17:43:28.711] [DEBUG] [Renderer    ] Attempting mesh load for entity='Geometry_1', meshPath='Geometry/Modular/sm_Floor_1_1.fbx.ptero', materialPath='Materials/Floor_Planks.json'
[17:43:28.711] [DEBUG] [Renderer    ] Mesh load succeeded for entity='Geometry_1', vertices=306, indices=1152, subMeshes=2
[17:43:28.711] [DEBUG] [Renderer    ] Attempting mesh load for entity='Geometry_1', meshPath='Geometry/Modular/sm_Floor_1_1.fbx.ptero', materialPath='Materials/Floor_Planks.json'
[17:43:28.711] [DEBUG] [Renderer    ] Mesh load succeeded for entity='Geometry_1', vertices=306, indices=1152, subMeshes=2
